name,lat,lon,city,zip
Bodanna Inc,-73.98411975,40.72652721,New York,10009
Bolivar Arellano Gallery,-73.98391618,40.72761183,New York,10009
Bonakdar Jancou Gallery,-74.00611786,40.74700169,New York,10011
BORDEN JANET INC,-73.99768478,40.7240463,New York,10012
Bose Pacia Modern,-74.00359349,40.74976022,New York,10001
Bound and Unbound,-74.00687162,40.75159814,New York,10001
Bowery Gallery,-74.00484544,40.74926984,New York,10001
Brenda Taylor Gallery,-74.00382577,40.74935025,New York,10001
Bridgewater Gallery of Fine Arts Inc,-73.98412586,40.72292592,New York,10009
Bronx River Art Center,-73.87815507,40.84059709,Bronx,10460
Brooke Alexander Gallery,-74.00226166,40.72320925,New York,10012
Brooklyn Arts Exchange,-73.98543282,40.66976942,Brooklyn,11215
Brooklyn Fireproof,-73.92918028,40.70788793,Brooklyn,11237
Broome Street Gallery the,-74.00262453,40.72338629,New York,10013
Bruce Palmer Galleries,-73.97712674,40.79219979,New York,10024
Bruce Silverstein Gallery,-74.00514719,40.74712573,New York,10011
Bruton Gallery Inc,-73.96984506,40.76431098,New York,10021
Buzzco Assoc Inc,-73.99375529,40.72583067,New York,10012
C & M Arts,-73.96202951,40.77561747,New York,10021
Caelum Gallery,-74.00446732,40.75002305,New York,10001
Caldwell Snyder Gallery,-74.00041761,40.72589116,New York,10012
Candyland Films,-74.00091722,40.72028153,New York,10013
Caravan International Co,-73.95350252,40.77813815,New York,10028
Carboni Inc,-73.98021698,40.75545955,New York,10036
Carley Ann M Atty,-73.99736114,40.72263369,New York,10012
Carlton Rochell,-73.97170664,40.76238725,New York,10022
Carnegie Frame Inc,-73.98077112,40.76385541,New York,10019
Cartoon Gallery,-73.84605039,40.72038139,Forest Hills,11375
Cartoonews Gallery,-73.97410777,40.76231329,New York,10022
Casa Linda Galleries Inc,-73.947383,40.78335247,New York,10128
Casey M Kaplan Inc,-74.00652923,40.7411325,New York,10014
Catherine Conway Inc,-73.9982052,40.73684463,New York,10011
Cavaliero Fine Arts,-73.99156926,40.75282327,New York,10018
Cavin-Morris,-73.99779868,40.72389909,New York,10012
Cds Gallery,-73.96117092,40.77570414,New York,10075
Celtic Art,-73.94476783,40.74640143,Long Island City,11101
Century Artists Inc,-74.00473558,40.74941973,New York,10001
Ceres Gallery,-74.00452369,40.75132406,New York,10001
Ceres Gallery,-73.99703729,40.72479496,New York,10012
Cfm Gallery,-73.9994251,40.72457191,New York,10012
Chappell Gallery,-74.00446166,40.75015743,New York,10001
Chat Noir Design,-73.93207459,40.85929737,New York,10040
Cheim & Read,-74.00513583,40.75001941,New York,10001
Chelsea Ceramic Guild,-73.99869441,40.7423876,New York,10011
China 2000,-73.97319627,40.76285383,New York,10022
China 2000 Fine Arts,-73.95334299,40.76900976,New York,10021
Chinatown Frame & Art Inc,-73.99658768,40.71670513,New York,10013
Chinoh Art Gallery,-73.99315956,40.73615406,New York,10003
Chowder Inc,-73.99281171,40.73915341,New York,10011
Christiane Nienaber Contemporary Art,-73.99227383,40.72199731,New York,10002
Christine Burgin Gallery,-73.99954508,40.74199886,New York,10011
Cinque Gallery,-73.99759294,40.72397735,New York,10012
Claire Oliver Fine Arts Inc,-74.00338485,40.75008883,New York,10001
Clampart,-74.0046388,40.74977518,New York,10001
Clementine Gallery,-74.00610794,40.75209329,New York,10001
Clinton Hill Simply Art & Framing,-73.96081859,40.69419974,Brooklyn,11205
Coda Gallery,-74.00156429,40.72289524,New York,10013
Cole Sylvan Gallery,-73.9773564,40.7646577,New York,10019
College of Staten Island - Center for the Arts,-74.14969499,40.59966212,Staten Island,10314
Columbia University - Miriam and Ira D.Wallach Art Gallery,-73.9604169,40.80854103,New York,10025
Columbus Art Gallery Inc,-73.97130508,40.78831274,New York,10024
Columbus Circle Gallery,-73.98122765,40.7673376,New York,10019
Commerce Graphics Ltd Inc,-73.95232973,40.76774168,New York,10021
Common Ground,-73.99533453,40.73868808,New York,10011
Conner Rosenkranz,-73.96490959,40.77346566,New York,10021
Contemporary African Art,-73.96880032,40.80321374,New York,10025
Contemporary art gallery in Chelsea. Wooster Gardens,-73.9975943,40.72367259,New York,10012
Cook Fine Art,-73.96110243,40.77724264,New York,10028
Coploff Gallery,-74.00455453,40.75002047,New York,10001
Cordier & Ekstrom Inc,-73.95352973,40.76951266,New York,10021
"Corning Gallery at Steuben, The",-73.97028166,40.76449625,New York,10017
Cowles Charles Gallery Inc,-74.00542084,40.74933736,New York,10011
Creative Art USA Inc,-74.00497462,40.72615456,New York,10013
Crg Art Gallery,-74.00613862,40.74779197,New York,10011
Criswick Assoc,-73.97180489,40.74901948,New York,10017
Crown Art Gallery Inc,-73.98510259,40.76062954,New York,10019
Crystal Art Gallery,-73.98844468,40.74413705,New York,10001
Cuban Art Space,-73.99422633,40.74865954,New York,10001
Cuchifritos,-73.98763036,40.71913487,New York,10002
Culture Art Gallery Llc,-74.00137305,40.72477529,New York,10012
Culture Crossing Inc,-73.9546693,40.78558211,New York,10128
Curatorial Art Advisory Service,-73.99183911,40.73721434,New York,10003
Cypher Editions,-74.00306023,40.72152348,New York,10013
Czech Center,-73.956422,40.76912229,New York,10021
Dactyl Foundation for the Arts,-74.00318448,40.72232072,New York,10013
Dai Ichi Arts,-73.96959312,40.75395456,New York,10017
Dalva Brothers Inc,-73.96290104,40.77466685,New York,10075
D'amelio-Terras,-74.00555202,40.74761065,New York,10011
Damp Frog Productions Inc,-73.99227136,40.71457046,New York,10002
Danese,-74.00526783,40.74917263,New York,10011
Danette Koke Fine Art,-74.00855042,40.73679551,New York,10014
Daniel H Roberts Studio,-74.00910863,40.7232345,New York,10013
David Killen Fine Arts,-73.95066796,40.78201539,New York,10128
David Nolan New York,-74.00267818,40.75221446,New York,10001
Davis Leron Galries,-73.96910832,40.76723679,New York,10021
DC Moore Gallery,-73.97447205,40.76266951,New York,10019
Dca Gallery,-74.00542352,40.74755765,New York,10011
De Nagy Tibor Art Gallery,-73.97457853,40.76270743,New York,10019
Dean Andree M,-73.95706273,40.77982311,New York,10028
Debs & Co,-74.00385234,40.75017475,New York,10001
Greer Gallery Inc,-74.00186315,40.72393891,New York,10012
Grimm Jay Gallery,-74.00212168,40.75105951,New York,10001
Guggenheim Asher Assocs Inc,-73.99906221,40.73724886,New York,10011
Guggenheim Asher Assocs Inc,-73.99910998,40.73718458,New York,10011
Guy Regal Ltd,-73.96495627,40.76188644,New York,10022
Hall & Knight U S A Ltd,-73.96794455,40.76891016,New York,10021
Hammer Galleries,-73.97573457,40.7640147,New York,10019
Hanover Sq Gallery,-73.97128381,40.67698834,Brooklyn,11238
Harari & Johns Inc,-73.95977553,40.77810558,New York,10028
Harlan & Weaver Intaglio,-73.99305509,40.71550208,New York,10002
Harlem Art Gallery,-73.94805169,40.80361809,New York,10026
Hazlitt Gooden & Fox,-73.96400124,40.77471647,New York,10021
Healing Arts,-73.96002002,40.71967845,Brooklyn,11211
Heilman Phillip Douglas,-73.924937,40.69848967,Brooklyn,11221
Heller Gallery,-74.00672064,40.74120765,New York,10014
Helly Nahmad Gallery Inc,-73.96323779,40.77441643,New York,10021
Hemingway African Gallery,-73.96554577,40.75812414,New York,10022
Henoch Gallery,-74.00531476,40.75002819,New York,10001
Hirschl & Adler Galleries,-73.96647641,40.77076084,New York,10021
Historical Design Collection Inc,-73.96284773,40.76138938,New York,10021
Hochman Irena Fine Art Ltd,-73.96078341,40.77848561,New York,10028
HOFFELD JEFFREY & CO,-73.9489083,40.77816244,New York,10128
Holmberg I,-73.98065902,40.75150285,New York,10016
Honda Fine Art,-73.9924632,40.72642838,New York,10012
Hoorn-Ashby Gallery,-73.96860379,40.76788288,New York,10021
Horan Vivian Fine Art,-73.96707384,40.76853707,New York,10021
Horus Art Enterprises,-73.96351076,40.76480382,New York,10021
Howard Greenberg Gallery,-73.97186783,40.76244505,New York,10022
Howard Nowes Ancient Art,-73.98814827,40.7469112,New York,10001
Howard Scott Gallery,-73.95345448,40.7746112,New York,10028
Hubert Gallery,-73.96187638,40.77694751,New York,10075
Hubert Gallery North,-73.96193403,40.77687206,New York,10021
Hut Gallery the,-73.98698066,40.68807177,Brooklyn,11201
Hutton Leonard Galleries,-73.97191597,40.7623751,New York,10022
Hutton Leonard Galleries Facs,-73.97196242,40.76231286,New York,10022
Hw Gerst,-73.96458036,40.77531718,New York,10021
I & L Image Corp,-74.00694992,40.74654219,New York,10011
I C Editions,-74.00516169,40.74877351,New York,10011
I Perry,-74.00978327,40.72561867,New York,10013
Illustration House Inc,-73.99252245,40.74424858,New York,10001
Images Corporate Art Services,-73.96308722,40.7570848,New York,10022
Incredibleart.Com Inc,-74.00204405,40.72091221,New York,10013
Indians On Columbus,-73.97464955,40.78373479,New York,10024
Infinity Fine Arts Inc,-74.00371025,40.7495165,New York,10001
Inner City Art Gallery Inc,-73.94456809,40.8135293,New York,10027
Innovative Art Gallery Inc,-73.99954514,40.73816931,New York,10011
Inter Art Gallery,-74.00418891,40.74805554,New York,10011
International Print Center New York,-74.00429062,40.75004718,New York,10001
Irit Baniel Studio,-73.95735398,40.71640453,Brooklyn,11211
Ise Art Foundation,-73.99864412,40.72392227,New York,10012
Isselbacher Gallery Inc,-73.95822258,40.78033057,New York,10028
J Cacciola Galleries,-74.00583688,40.75206092,New York,10001
J M Art Gallery,-73.98154615,40.76582551,New York,10019
Jadite Galleries,-73.98967473,40.76396461,New York,10019
Jain Marunouchi Gallery,-73.97565215,40.76343013,New York,10019
James Cohan Gallery,-74.0040987,40.7503964,New York,10001
James Graham & Sons Gallery,-73.96267507,40.77588116,New York,10021
Jane St Lifer Fine Art Inc,-73.98862442,40.7770141,New York,10069
Janoray Charles Llc,-73.96416054,40.77484441,New York,10021
Japanese Art Dealers Assoc of Ny,-73.96394359,40.77479192,New York,10021
Jbpa Llc,-73.99677783,40.73683276,New York,10011
Jeff Lewis Studio,-74.00896057,40.72321298,New York,10013
Jeffrey Coploff Fine Art Ltd,-74.00382219,40.74985463,New York,10001
Jimmy's Art Gallery,-73.98122671,40.7781549,New York,10023
Joan Peck Limited Art Gallery,-73.97885635,40.77350104,New York,10023
Joan Whalen Fine Art,-73.97556494,40.76338705,New York,10019
John Elder Gallery,-74.00677134,40.74664084,New York,10011
John McEnroe Gallery,-74.00213616,40.72208699,New York,10013
John Stevenson Gallery,-74.00007742,40.74572696,New York,10011
Jonathan Shorr Gallery,-73.99657105,40.72411875,New York,10012
Judaica Illuminations,-73.96395886,40.61677558,Brooklyn,11230
Julie Artisans Gallery,-73.9686677,40.7677819,New York,10065
Julie Saul Gallery,-74.00619866,40.74789792,New York,10011
JUNE BATEMAN FINE  GALLERY,-73.9893707,40.74367565,New York,10010
K S Art,-74.00518748,40.71764124,New York,10013
Kahan Fine Art Galleries Ltd,-73.95504393,40.76682971,New York,10021
Kaller-Kimche R Inc,-73.96473207,40.77345637,New York,10021
Kang Byung,-73.96128971,40.77867171,New York,10028
Kapoor Galleries Inc,-73.96257907,40.7752396,New York,10021
Kashya Hildebrand,-74.00443297,40.74968946,New York,10001
Katherine Blackburne Studios,-74.00924361,40.72325271,New York,10013
Kathryn Markel Fine Arts Inc,-74.00693866,40.74671947,New York,10011
Katz Steven,-73.98920391,40.73552236,New York,10001
Keats R Stuart,-73.97949841,40.74776391,New York,10016
Keith Copley Gallery,-74.00074259,40.75569251,New York,10001
Keith de Lellis Gallery,-73.96155652,40.77664162,New York,10075
Kelly June Gallery,-73.99753865,40.72507391,New York,10012
Kem Art Studio,-73.99409339,40.73593099,New York,10011
Kempner Jim Fine Art,-74.00425507,40.74796363,New York,10011
Kenkeleba Gallery,-73.98286541,40.72203677,New York,10009
Kent Gallery,-74.00473858,40.74986992,New York,10001
Kentler International Drawing Space,-74.01299286,40.67694141,Brooklyn,11231
Keogh & Riehlman Fine Art,-73.96541796,40.77253251,New York,10021
Keya Gallery,-74.01076961,40.70762945,New York,10005
Kim Foster Gallery,-74.00686533,40.74654934,New York,10011
Kind Phylis Gallery,-73.99586876,40.74652399,New York,10001
King David Art Gallery,-73.99400408,40.74315985,New York,10011
"Kinz, Tillou + Feigen",-74.00701008,40.7466394,New York,10011
Klagsbrun Nicole Gallery,-74.00433593,40.7499731,New York,10001
Klotz Sirmon Gallery,-74.00395717,40.74962416,New York,10001
Kokon Inc,-73.9674822,40.76744319,New York,10021
Kraus Carole Ltd,-73.9935019,40.7552543,New York,10018
Kraushaar Galleries,-73.96115441,40.77564019,New York,10075
Kravets Wehby,-74.00604109,40.74710853,New York,10011
Kravets Wehby Gallery,-74.00627468,40.74707249,New York,10011
Krienke Kendra,-73.97094199,40.78367572,New York,10024
L A Cotton,-73.97082633,40.76390488,New York,10001
La Belle Epoque Vintage Posters Inc,-73.97835368,40.77838511,New York,10023
Lally J J & Co,-73.97193281,40.76247459,New York,10022
Lamontage,-74.00587275,40.74995615,New York,10001
Landy Fine Art,-73.98517984,40.71492376,New York,10002
Langotsky Gamba,-74.00861745,40.7270818,New York,10013
Lehman College - Art Gallery,-73.89291006,40.87458975,Bronx,10468
Lehmann Maupin,-74.00481382,40.75019805,New York,10001
Lelong Galerie,-74.00419548,40.75004374,New York,10001
Lemmons Durham Contemporary Art,-74.00593617,40.74986484,New York,10001
Lennon Weinberg Inc,-74.00412151,40.74911049,New York,10001
Leo Castelli Gallery,-73.96371065,40.7750123,New York,10021
Leo Kaplan Modern Ltd,-73.97007752,40.76109138,New York,10022
Leo Koenig Inc,-74.00588392,40.74887767,New York,10011
Leon Tovar Gallery,-73.96652982,40.77112199,New York,10021
Leslie-Lohman Gay Art Foundation,-74.0002743,40.72565728,New York,10012
Levin Betty,-73.97198517,40.76240336,New York,10022
Levine Elizabeth & Assocs,-73.97752234,40.78986636,New York,10024
Lewitt Fine Art Gallery,-73.96271301,40.77635843,New York,10021
Lexington Art & Frame Co,-73.96626234,40.76517409,New York,10021
Limner Gallery,-73.98905874,40.74758822,New York,10001
Decor Art Gallery,-73.9766441,40.74722503,New York,10016
Decor Art Gallery Inc,-73.98154386,40.74042555,New York,10010
Decor Art Gallery Inc,-73.99753555,40.74199628,New York,10011
Decor Art Gallery VII+,-73.98527373,40.73636204,New York,10003
Deitch Projects,-74.00256827,40.72203364,New York,10013
Demirjian Torkom,-73.96384991,40.77424074,New York,10021
Demu Gallery,-73.9740749,40.68639582,Brooklyn,11217
Denise Bibro Fine Art,-74.00695182,40.74677236,New York,10011
Dennis De Lorenzo Gallery,-73.97027929,40.76581474,New York,10021
Derek Eller Gallery,-73.98825307,40.74450714,New York,10001
Dickinson Roundell Inc,-73.96854541,40.7682544,New York,10021
Dollhaus,-73.96730076,40.71084128,Brooklyn,11211
Donson Theodore B Ltd,-73.97573603,40.76332076,New York,10019
Dorfman Projects,-74.00682775,40.74671947,New York,10011
Dorsky Carol,-73.9649229,40.77303693,New York,10021
Doug Meyer Fine Art,-73.93693176,40.61278272,Brooklyn,11234
Downtown Arts Festival,-74.00737811,40.70981333,New York,10038
Downtown Music Gallery,-73.99592592,40.71165385,New York,10002
Dranoff Fine Art,-73.99738556,40.72499658,New York,10012
Dresden Art Galries,-73.99099244,40.74975506,New York,10001
DUMBO Arts Center,-73.98981275,40.7034732,Brooklyn,11201
Duncan Ligoa,-73.96590831,40.77169855,New York,10021
E Art Group,-73.99390782,40.74883453,New York,10001
Eastern Arts Inc,-74.00670811,40.73799489,New York,10014
Edward Thorp Gallery,-74.00608115,40.74981056,New York,10001
Edwynn Houk Gallery,-73.97334239,40.76341083,New York,10151
Eileen Walters Gallery,-73.98109485,40.78498335,New York,10024
Elga Wimmer,-74.00432687,40.75010231,New York,10001
Elizabeth Dee Gallery,-74.00753313,40.7468852,New York,10011
Elizabeth Harris Gallery,-74.00677134,40.74657937,New York,10011
Elizabeth Mayer Fine Art,-73.96383795,40.77222815,New York,10021
Elizabeth Moore Fine Art,-73.96285621,40.76910952,New York,10021
Elizabeth Wang Gallery,-73.97162703,40.76559751,New York,10021
Elkon Gallery Inc,-73.96186682,40.7777238,New York,10028
Elliot Stevens Ltd,-73.97334597,40.7565026,New York,10022
Emily Harvey Gallery,-73.99900175,40.72350584,New York,10012
Environment Home Furnshngs Inc,-73.96555408,40.76208203,New York,10022
Equatorial America Inc,-73.96424712,40.7557595,New York,10022
Equitable Appraisal Co Inc,-73.96428936,40.77397695,New York,10021
Equity Art Brokers,-73.9661194,40.75528418,New York,10022
Equity Art Brokers,-73.99114641,40.74367716,New York,10010
Erotics Gallery,-73.99057186,40.73707046,New York,10003
Esso Gallery,-74.00381837,40.75024969,New York,10001
Exhibit A,-73.99769215,40.72505669,New York,10012
Exit Art,-73.99850449,40.75624293,New York,10018
Exotiqa II,-73.78597885,40.84660712,Bronx,10464
Eye Jammie Fine Arts Gallery,-74.00430836,40.74926699,New York,10001
Eyebeam Atelier,-74.0070564,40.74698648,New York,10011
Ezair Gallery,-73.96488957,40.77214609,New York,10021
Faith Art Gallery Corp,-73.98502184,40.69145797,Brooklyn,11201
Feature Inc,-74.00465743,40.74938528,New York,10001
Fields Walter,-73.97999416,40.72434453,New York,10009
Fifty-Five Mercer Gallery,-74.00122059,40.72199019,New York,10013
Findlay David Galleries,-73.95786468,40.77671113,New York,10028
Findlay David Jr Fine Art,-73.97174887,40.76231666,New York,10022
Findlay Peter Gallery,-73.97180039,40.76223773,New York,10022
Fine Art Acquisitions,-74.00029974,40.72359332,New York,10012
Fine Art Alacarte,-74.00380156,40.70636686,New York,10001
Fine Art Services & Transport,-73.92883941,40.73823239,Long Island City,11101
First Street Gallery,-74.00443447,40.74996793,New York,10001
Fischbach Gallery,-74.00602113,40.74989671,New York,10001
Flushing Art Gallery,-73.83041138,40.76141732,Flushing,11354
Focal Point Gallery,-73.78685976,40.84756078,Bronx,10464
Folin Riva Inc,-74.00707399,40.74660509,New York,10011
Folklorica,-73.97503919,40.75983435,New York,10022
Forbes Magazine Galleries,-73.99479483,40.73502191,New York,10011
Forrest Scott Group,-73.99647309,40.72397526,New York,10012
Fortress Fae Worldwide,-73.95653685,40.74335663,Long Island City,11101
Fortress Ny,-73.95672413,40.74338983,Long Island City,11101
Fortuna Fine Arts Ltd,-73.96344115,40.77485986,New York,10021
Forum Gallery,-73.97342331,40.76329345,New York,10151
Fowa Enterprises Corp,-73.99701259,40.71331565,New York,10002
Franklin Bowles Galleries,-74.00094987,40.72526683,New York,10012
Franklin Parrasch Gallery,-73.97543422,40.76337208,New York,10019
Frederick Schultz Ancient Art,-73.98069884,40.78690228,New York,10024
Fredericks Freiser Gallery,-74.00519619,40.74706889,New York,10011
Frederieke Taylor Gallery,-74.0062383,40.74784537,New York,10011
Frei-Nathan Susan Fine Works On Paper Llc,-73.95473116,40.77433136,New York,10021
Friedman Vallois Llc,-73.96744386,40.7685893,New York,10021
Friedrich Petzel Gallery,-74.00609559,40.74785399,New York,10011
Frielich Bros-Deutsch Bros,-73.99481412,40.72722478,New York,10012
Friends of Bezalel Academy,-73.98073127,40.75313967,New York,10017
Fulton Plaza,-74.00704683,40.70958977,New York,10038
Fulton St Art Gallery,-74.00589066,40.70746874,New York,10038
G P L Promotions Ltd,-73.98207161,40.74955564,New York,10016
Gagosian Gallery Chelsea,-74.00539201,40.74908344,New York,10011
Gagosian Gallery Uptown,-73.96358045,40.77483506,New York,10021
Galerie Des Arts Ltd,-73.96420493,40.77441872,New York,10021
Galerie Thomas,-74.00283704,40.73581223,New York,10014
Galleria On Third,-73.97718802,40.74640198,New York,10016
Galleria Ramis Barquet Ny Ltd,-73.97179188,40.76241422,New York,10022
Gallery 151,-73.99204714,40.72674329,New York,10012
Gallery 292,-74.00008646,40.72505116,New York,10012
Gallery 49,-73.98751492,40.76183839,New York,10019
Gallery 71 Inc,-73.96299599,40.76963622,New York,10021
Gallery 91,-74.00215738,40.72140577,New York,10013
Gallery at the American Bible Society,-73.98273876,40.77025398,New York,10023
Gallery at the New York School of Interior Design,-73.96246363,40.76856417,New York,10021
Gallery Bai Inc,-73.99627932,40.76059646,New York,10036
Gallery Henoch,-74.00526086,40.75012695,New York,10001
Gallery of Ireland,-73.91369901,40.74795987,Woodside,11377
Gardner & Barr Inc,-73.96278276,40.76174806,New York,10065
Garth Clark Gallery,-73.97564541,40.76328542,New York,10019
Garth Clark Gallery's Project Space,-73.94831899,40.74618054,Long Island City,11101
Gasser & Grunert,-74.0073622,40.74558378,New York,10011
Gavin Brown's Enterprise Corp,-74.00859302,40.73054991,New York,10014
Generous Miracles Space Ltd,-74.00701009,40.74669373,New York,10011
George Adams Gallery,-74.00402678,40.75025399,New York,10001
George Billis Gallery,-74.00542748,40.75007756,New York,10001
Geos Art Gallery and Tuxedos,-73.7506114,40.69203361,Saint Albans,11412
Gerold Wunderlich & Co,-73.97659531,40.76374157,New York,10019
Gian Enzo Sperone,-74.00803261,40.72978029,New York,10014
Giraud Pissarro Segalot,-73.96355105,40.76906697,New York,10021
Gleason Tim Gallery,-73.99427302,40.7217016,New York,10012
Global Passages Inc,-73.96551116,40.76214537,New York,10022
Godel & Co Inc,-73.96478601,40.77181139,New York,10021
Goedhuis Contemporary Ltd,-73.96297173,40.77396711,New York,10021
Goethe-Institut Wyoming Building,-73.99111875,40.72634319,New York,10003
Golden Caren Fine Arts,-74.0045047,40.75008938,New York,10001
Goodman James Gallery,-73.97187972,40.76227754,New York,10022
Grant Gallery,-74.00244284,40.72044661,New York,10013
Great Modern Pictures,-73.98565422,40.74843275,New York,10001
Greeley Square Gallery,-73.98769078,40.74704275,New York,10001
Green Essie Galleries Inc,-73.94466951,40.82638148,New York,10031
Greene Naftali Inc,-74.0043835,40.75003598,New York,10001
Greene Space Gallery,-74.00004007,40.72450899,New York,10012
Littlejohn Contemporary Art,-73.97203416,40.76233983,New York,10022
Lizan Tops Associates,-73.95713277,40.7849199,New York,10128
Lladro Museum & Collector's Society,-73.97625732,40.76412964,New York,10019
Lladro USA,-73.97619602,40.76421069,New York,10019
Location One,-74.00246503,40.72098729,New York,10013
Lombard-Fried Fine Arts Inc,-74.00376627,40.75032119,New York,10001
Long Fine Art,-74.00645063,40.74172005,New York,10014
Lower Manhattan Cultural Council,-74.00625208,40.70660442,New York,10038
Lublin Mary Fine Arts,-73.96345944,40.76897164,New York,10021
Lucas Schoormans Gallery,-74.00374214,40.74976146,New York,10001
Ludlow 38,-73.99014614,40.71607367,New York,10002
Luhring Augustine Gallery Inc,-74.0051018,40.74910894,New York,10011
Lumbard Jean,-73.95437532,40.78759697,New York,10128
Lun Yee Assn,-73.99696834,40.71679772,New York,10013
Lunarbase Inc,-73.96034432,40.71427465,Brooklyn,11211
Lurie Tamar & Ranan,-73.97398762,40.762467,New York,10022
M & R Sayer Fine Art Llc,-73.96305316,40.77012253,New York,10021
M K J Art Gallery,-73.98242013,40.73819666,New York,10010
MacCarone Inc,-74.0084803,40.73093144,New York,10014
Malcolm Christian T Fine Arts Managemnt Svc,-73.99402296,40.74846917,New York,10001
Manhattan Art,-73.9844838,40.75031251,New York,10018
Mansion Gracie Gallery,-73.98886924,40.72740796,New York,10003
Marbella Gallery,-73.965305,40.77144369,New York,10021
Marc Jancou Contemporary,-73.99458298,40.72749292,New York,10012
Marc Jancou Fine Art Ltd,-73.96727019,40.76877056,New York,10021
Marcus Curt Gallery Inc,-73.99703426,40.73199551,New York,10011
Margaret Thatcher Projects,-74.00548674,40.74850268,New York,10011
Margo Feiden Galleries Ltd,-73.99482129,40.73257492,New York,10003
Marian Goodman Gallery,-73.97568502,40.76338707,New York,10019
Marianne Boesky Gallery,-74.00424042,40.74883917,New York,10011
Marie Walsh Sharpe Art Foundation Art,-74.00938295,40.72321957,New York,10013
Markey Lawrence Inc,-73.9630306,40.77388979,New York,10021
Marlborough Gallery,-73.97630725,40.7635578,New York,10019
Martin Lawrence Galleries,-74.00024343,40.726129,New York,10012
Martinez Gallery,-74.0030963,40.75078087,New York,10001
Mary Boone Gallery,-73.97320639,40.76335676,New York,10151
Mary Ryan Gallery,-73.97559554,40.76334399,New York,10019
Master Drawing Assoc,-73.92992226,40.68805924,Brooklyn,11221
Master Framemakers,-73.96508959,40.761933,New York,10022
Mathes Barbara Gallery,-73.96216484,40.77696659,New York,10075
Matthew Marks Gallery - 22nd St.,-74.00589658,40.74729741,New York,10011
Matthew Marks Gallery - 24th St.,-74.00474728,40.74897108,New York,10011
Max Protetech Gallery,-74.00529719,40.74749803,New York,10011
Maxwell Davidson Gallery,-73.97461594,40.76264197,New York,10019
Mc Dougal A,-73.98091304,40.78655119,New York,10024
McCarron Paul Fine Prints & Drawings,-73.96278657,40.77592685,New York,10021
McGinnis Cheryl Gallery,-73.99214583,40.75467997,New York,10024
McKee Gallery,-73.97329467,40.76323752,New York,10151
McKenzie Fine Art Inc,-74.00377141,40.74943639,New York,10001
Medialia Corp,-73.99314536,40.75559932,New York,10018
Mehu Gallery,-73.96368099,40.79479918,New York,10025
Meisel Louis K Gallery,-74.00047928,40.72569434,New York,10012
Meisel Susan P Decorative Arts,-74.00042049,40.72576887,New York,10012
Merrin Gallery,-73.97468953,40.76275397,New York,10019
Merton Simpson Gallery Inc,-73.98965866,40.7454474,New York,10001
Messineo Atr Projects,-73.99393229,40.74859961,New York,10001
Metro Art,-73.87450325,40.71335896,Middle Village,11379
Metro Art and Frame,-73.91115651,40.88604954,Bronx,10463
Metro Pictures,-74.00459373,40.74895493,New York,10011
Miakey Art Gallery,-74.00855558,40.64025482,Brooklyn,11220
Michael Werner Gallery,-73.96426209,40.77524709,New York,10021
Michail- Lombardo Gallery,-73.96654242,40.76984146,New York,10021
Michel Soskine Inc,-73.96069064,40.77611498,New York,10021
Michelle Rosenfeld Gallery,-73.96278905,40.77625969,New York,10021
Miele Frank J Gallery,-73.96106462,40.77816985,New York,10028
Miller Geisler Gallery Llc,-74.00402626,40.74952855,New York,10001
Miller Laurence Gallery Inc,-73.97553262,40.76323165,New York,10019
Mimi Ferzt Inc,-74.00074603,40.72369075,New York,10012
Minetta Brook Inc,-74.00901738,40.7194907,New York,10001
Mip Art Realty Inc,-74.0002835,40.72296988,New York,10012
Mitchell Algus Gallery,-74.00378614,40.74953975,New York,10001
Mitchell-Innes & Nash,-73.96257961,40.77599315,New York,10021
Mixed Greens Gallery,-74.0038784,40.75030913,New York,10001
Mobile Concept Inc,-73.83095587,40.76192417,Flushing,11354
Modern Art & Framing,-73.98032204,40.76455537,New York,10019
Moeller Achim Fine Art Ltd,-73.96863603,40.76627437,New York,10065
Momenta Art Gallery,-73.96295355,40.71150042,Brooklyn,11211
Monalisa Art Gallery,-73.94665138,40.78010875,New York,10128
Montserrat Gallery Inc,-73.99692952,40.7247167,New York,10012
Mooney Robert J Arts Management,-73.99361475,40.68908922,Brooklyn,11201
Morales David,-73.99280898,40.75539588,New York,10018
Morgan Art Consulting,-73.98578003,40.7402545,New York,10010
Morning Star Gallery Ltd,-73.85783326,40.72992529,Rego Park,11374
Naegele Amyas Bases & African Art,-73.99433591,40.7544864,New York,10018
Naiman Lee Fine Art,-73.96767395,40.78834442,New York,10024
Nancy Hoffman Gallery Inc,-74.0010241,40.72518023,New York,10012
Nancy Margolis Gallery Inc,-74.00418365,40.74964656,New York,10001
Natalie Karg Ltd,-73.99266563,40.75533811,New York,10018
Nathaniel Moore Llc,-74.00886383,40.72031106,New York,10013
Navarra Enrico,-73.97200032,40.76250348,New York,10022
Neal Meltzer Fine Arts,-73.97241955,40.76294039,New York,10022
Neikrug Marjorie Appraisals,-73.96625979,40.76536882,New York,10021
Neuhoff Gallery Inc,-73.97205775,40.7624329,New York,10022
New Dorp Village Antiques Ltd,-74.11581755,40.62843293,Staten Island,10310
New York Art Expo Inc,-74.00960786,40.70500032,New York,10004
New York Art Gallery,-73.9497534,40.77582842,New York,10028
